state,state_code,district,district_code,taluk,taluk_code,village,village_code,latitude,longitude,no_plots,no_khatiyans,no_tenants,ri_circle,revenue_inspector,tehsildar
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban West,04,Yellapur,023,19.1139,72.85622,5434,3703,1683,Mumbai Suburban RI Circle 8,RI-27001-08,Tehsildar Mumbai Suburban West
Maharashtra,27,Mumbai Suburban,001,Mumbai Suburban West,04,Zamania,024,19.26105,72.91015,5891,4688,1863,Mumbai Suburban RI Circle 8,RI-27001-08,Tehsildar Mumbai Suburban West
Maharashtra,27,Nagpur,025,Nagpur North,01,Rampur,001,21.26149,79.05554,2483,2082,266,Nagpur RI Circle 1,RI-27025-01,Tehsildar Nagpur North
Maharashtra,27,Nagpur,025,Nagpur North,01,Kothapalli,002,21.20137,79.09641,8636,5256,2222,Nagpur RI Circle 1,RI-27025-01,Tehsildar Nagpur North
Maharashtra,27,Nagpur,025,Nagpur North,01,Ganeshpura,003,21.06423,79.11885,3254,2495,1196,Nagpur RI Circle 1,RI-27025-01,Tehsildar Nagpur North
Maharashtra,27,Nagpur,025,Nagpur North,01,Bhimnagar,004,21.21825,79.07514,8128,6210,3121,Nagpur RI Circle 2,RI-27025-02,Tehsildar Nagpur North
Maharashtra,27,Nagpur,025,Nagpur North,01,Sultanpur,005,21.2832,79.13169,4197,2780,1385,Nagpur RI Circle 2,RI-27025-02,Tehsildar Nagpur North
Maharashtra,27,Nagpur,025,Nagpur North,01,Devgaon,006,21.15091,78.95658,8102,6282,3066,Nagpur RI Circle 2,RI-27025-02,Tehsildar Nagpur North
Maharashtra,27,Nagpur,025,Nagpur South,02,Chandrapalli,007,21.03467,78.97184,8093,5801,2903,Nagpur RI Circle 3,RI-27025-03,Tehsildar Nagpur South
Maharashtra,27,Nagpur,025,Nagpur South,02,Narsapur,008,20.93551,78.93606,5054,3598,545,Nagpur RI Circle 3,RI-27025-03,Tehsildar Nagpur South
Maharashtra,27,Nagpur,025,Nagpur South,02,Basavanahalli,009,21.08052,79.0808,7207,5270,736,Nagpur RI Circle 3,RI-27025-03,Tehsildar Nagpur South
Maharashtra,27,Nagpur,025,Nagpur South,02,Mallapuram,010,21.12552,79.14115,8366,6857,3241,Nagpur RI Circle 4,RI-27025-04,Tehsildar Nagpur South
Maharashtra,27,Nagpur,025,Nagpur South,02,Amrapur,011,21.20203,78.94858,7159,5711,1187,Nagpur RI Circle 4,RI-27025-04,Tehsildar Nagpur South
Maharashtra,27,Nagpur,025,Nagpur South,02,Jaitpur,012,21.23977,79.07152,4300,3321,1010,Nagpur RI Circle 4,RI-27025-04,Tehsildar Nagpur South
Maharashtra,27,Nagpur,025,Nagpur East,03,Kesarpur,013,21.03885,79.27123,6004,4807,1678,Nagpur RI Circle 5,RI-27025-05,Tehsildar Nagpur East
Maharashtra,27,Nagpur,025,Nagpur East,03,Lakshmipura,014,21.24211,78.96438,3024,2149,421,Nagpur RI Circle 5,RI-27025-05,Tehsildar Nagpur East
Maharashtra,27,Nagpur,025,Nagpur East,03,Madhavgarh,015,20.97579,79.03606,8874,5392,3015,Nagpur RI Circle 5,RI-27025-05,Tehsildar Nagpur East
Maharashtra,27,Nagpur,025,Nagpur East,03,Nandgaon,016,21.22731,79.09006,7568,4966,902,Nagpur RI Circle 6,RI-27025-06,Tehsildar Nagpur East
Maharashtra,27,Nagpur,025,Nagpur East,03,Peddapalli,017,21.04492,79.00309,2791,1637,802,Nagpur RI Circle 6,RI-27025-06,Tehsildar Nagpur East
Maharashtra,27,Nagpur,025,Nagpur East,03,Raghunathpur,018,21.16746,79.08469,8387,6341,1440,Nagpur RI Circle 6,RI-27025-06,Tehsildar Nagpur East
Maharashtra,27,Nagpur,025,Nagpur West,04,Shivnagar,019,21.22845,79.24464,6877,4221,1024,Nagpur RI Circle 7,RI-27025-07,Tehsildar Nagpur West
Maharashtra,27,Nagpur,025,Nagpur West,04,Tarapur,020,20.89929,79.07196,6696,4763,2417,Nagpur RI Circle 7,RI-27025-07,Tehsildar Nagpur West
Maharashtra,27,Nagpur,025,Nagpur West,04,Uttanahalli,021,21.12791,79.04627,2519,1863,633,Nagpur RI Circle 7,RI-27025-07,Tehsildar Nagpur West
Maharashtra,27,Nagpur,025,Nagpur West,04,Veerapuram,022,21.25935,79.19543,3040,2150,370,Nagpur RI Circle 8,RI-27025-08,Tehsildar Nagpur West
Maharashtra,27,Nagpur,025,Nagpur West,04,Yellapur,023,21.17493,79.04749,4898,3726,874,Nagpur RI Circle 8,RI-27025-08,Tehsildar Nagpur West
Maharashtra,27,Nagpur,025,Nagpur West,04,Zamania,024,21.17555,78.98762,2186,1853,373,Nagpur RI Circle 8,RI-27025-08,Tehsildar Nagpur West
Maharashtra,27,Nashik,037,Nashik North,01,Rampur,001,19.91538,73.82552,745,425,96,Nashik RI Circle 1,RI-27037-01,Tehsildar Nashik North
Maharashtra,27,Nashik,037,Nashik North,01,Kothapalli,002,19.94372,73.88239,2110,1209,790,Nashik RI Circle 1,RI-27037-01,Tehsildar Nashik North
Maharashtra,27,Nashik,037,Nashik North,01,Ganeshpura,003,19.95244,73.81492,1543,1188,615,Nashik RI Circle 1,RI-27037-01,Tehsildar Nashik North
Maharashtra,27,Nashik,037,Nashik North,01,Bhimnagar,004,19.93239,73.70466,812,584,264,Nashik RI Circle 2,RI-27037-02,Tehsildar Nashik North
Maharashtra,27,Nashik,037,Nashik North,01,Sultanpur,005,20.10438,73.78118,1925,1222,414,Nashik RI Circle 2,RI-27037-02,Tehsildar Nashik North
Maharashtra,27,Nashik,037,Nashik North,01,Devgaon,006,19.96391,73.72353,2829,1748,494,Nashik RI Circle 2,RI-27037-02,Tehsildar Nashik North
Maharashtra,27,Nashik,037,Nashik South,02,Chandrapalli,007,19.96492,73.81952,1857,1118,596,Nashik RI Circle 3,RI-27037-03,Tehsildar Nashik South
Maharashtra,27,Nashik,037,Nashik South,02,Narsapur,008,19.9599,73.79239,2774,1619,1102,Nashik RI Circle 3,RI-27037-03,Tehsildar Nashik South
Maharashtra,27,Nashik,037,Nashik South,02,Basavanahalli,009,19.89802,73.59931,1437,1018,196,Nashik RI Circle 3,RI-27037-03,Tehsildar Nashik South
Maharashtra,27,Nashik,037,Nashik South,02,Mallapuram,010,19.98986,73.87008,2905,1886,562,Nashik RI Circle 4,RI-27037-04,Tehsildar Nashik South
Maharashtra,27,Nashik,037,Nashik South,02,Amrapur,011,20.01272,73.79869,779,591,247,Nashik RI Circle 4,RI-27037-04,Tehsildar Nashik South
Maharashtra,27,Nashik,037,Nashik South,02,Jaitpur,012,20.02693,73.91304,3143,2022,336,Nashik RI Circle 4,RI-27037-04,Tehsildar Nashik South
Maharashtra,27,Nashik,037,Nashik East,03,Kesarpur,013,19.96163,73.82271,753,532,298,Nashik RI Circle 5,RI-27037-05,Tehsildar Nashik East
Maharashtra,27,Nashik,037,Nashik East,03,Lakshmipura,014,19.90204,73.73653,1256,895,493,Nashik RI Circle 5,RI-27037-05,Tehsildar Nashik East
Maharashtra,27,Nashik,037,Nashik East,03,Madhavgarh,015,19.97061,73.85122,2347,1909,755,Nashik RI Circle 5,RI-27037-05,Tehsildar Nashik East
Maharashtra,27,Nashik,037,Nashik East,03,Nandgaon,016,20.02608,73.62651,1580,1249,611,Nashik RI Circle 6,RI-27037-06,Tehsildar Nashik East
Maharashtra,27,Nashik,037,Nashik East,03,Peddapalli,017,20.05412,73.83069,2235,1871,870,Nashik RI Circle 6,RI-27037-06,Tehsildar Nashik East
Maharashtra,27,Nashik,037,Nashik East,03,Raghunathpur,018,20.04138,73.63045,2930,1854,615,Nashik RI Circle 6,RI-27037-06,Tehsildar Nashik East
Maharashtra,27,Nashik,037,Nashik West,04,Shivnagar,019,20.00779,73.77915,1207,710,162,Nashik RI Circle 7,RI-27037-07,Tehsildar Nashik West
Maharashtra,27,Nashik,037,Nashik West,04,Tarapur,020,20.09232,73.82111,426,332,138,Nashik RI Circle 7,RI-27037-07,Tehsildar Nashik West
Maharashtra,27,Nashik,037,Nashik West,04,Uttanahalli,021,19.88053,73.75797,1015,696,224,Nashik RI Circle 7,RI-27037-07,Tehsildar Nashik West
Maharashtra,27,Nashik,037,Nashik West,04,Veerapuram,022,20.03531,73.84204,1715,1023,468,Nashik RI Circle 8,RI-27037-08,Tehsildar Nashik West
Maharashtra,27,Nashik,037,Nashik West,04,Yellapur,023,19.98419,73.90878,3073,2245,459,Nashik RI Circle 8,RI-27037-08,Tehsildar Nashik West
Maharashtra,27,Nashik,037,Nashik West,04,Zamania,024,20.01336,73.93955,1033,613,170,Nashik RI Circle 8,RI-27037-08,Tehsildar Nashik West
Maharashtra,27,Pune,013,Pune North,01,Rampur,001,18.49982,73.80154,6282,3600,1928,Pune RI Circle 1,RI-27013-01,Tehsildar Pune North
Maharashtra,27,Pune,013,Pune North,01,Kothapalli,002,18.5481,73.80186,5671,3346,1372,Pune RI Circle 1,RI-27013-01,Tehsildar Pune North
Maharashtra,27,Pune,013,Pune North,01,Ganeshpura,003,18.52166,73.94778,8379,5939,945,Pune RI Circle 1,RI-27013-01,Tehsildar Pune North
Maharashtra,27,Pune,013,Pune North,01,Bhimnagar,004,18.57693,73.78122,6049,4896,723,Pune RI Circle 2,RI-27013-02,Tehsildar Pune North
Maharashtra,27,Pune,013,Pune North,01,Sultanpur,005,18.56518,73.75787,8805,6318,1488,Pune RI Circle 2,RI-27013-02,Tehsildar Pune North
Maharashtra,27,Pune,013,Pune North,01,Devgaon,006,18.5624,73.8032,3901,2940,408,Pune RI Circle 2,RI-27013-02,Tehsildar Pune North
Maharashtra,27,Pune,013,Pune South,02,Chandrapalli,007,18.61429,74.07079,6879,4398,1846,Pune RI Circle 3,RI-27013-03,Tehsildar Pune South
Maharashtra,27,Pune,013,Pune South,02,Narsapur,008,18.47064,73.75703,8089,5122,2299,Pune RI Circle 3,RI-27013-03,Tehsildar Pune South
Maharashtra,27,Pune,013,Pune South,02,Basavanahalli,009,18.48562,73.75468,7473,4889,1604,Pune RI Circle 3,RI-27013-03,Tehsildar Pune South
Maharashtra,27,Pune,013,Pune South,02,Mallapuram,010,18.53662,73.90945,5013,3673,1404,Pune RI Circle 4,RI-27013-04,Tehsildar Pune South
Maharashtra,27,Pune,013,Pune South,02,Amrapur,011,18.65137,73.9784,6931,5797,1196,Pune RI Circle 4,RI-27013-04,Tehsildar Pune South
Maharashtra,27,Pune,013,Pune South,02,Jaitpur,012,18.21182,73.71632,3863,2974,690,Pune RI Circle 4,RI-27013-04,Tehsildar Pune South
Maharashtra,27,Pune,013,Pune East,03,Kesarpur,013,18.47164,73.89522,6296,4377,1564,Pune RI Circle 5,RI-27013-05,Tehsildar Pune East
Maharashtra,27,Pune,013,Pune East,03,Lakshmipura,014,18.51469,73.91649,3474,1926,606,Pune RI Circle 5,RI-27013-05,Tehsildar Pune East
Maharashtra,27,Pune,013,Pune East,03,Madhavgarh,015,18.45173,73.9173,6646,4317,1362,Pune RI Circle 5,RI-27013-05,Tehsildar Pune East
Maharashtra,27,Pune,013,Pune East,03,Nandgaon,016,18.65045,73.86957,6625,4226,2585,Pune RI Circle 6,RI-27013-06,Tehsildar Pune East
Maharashtra,27,Pune,013,Pune East,03,Peddapalli,017,18.55393,73.86121,5974,4057,1834,Pune RI Circle 6,RI-27013-06,Tehsildar Pune East
Maharashtra,27,Pune,013,Pune East,03,Raghunathpur,018,18.45495,73.8582,7337,5399,2344,Pune RI Circle 6,RI-27013-06,Tehsildar Pune East
Maharashtra,27,Pune,013,Pune West,04,Shivnagar,019,18.54251,73.91093,5600,4366,1439,Pune RI Circle 7,RI-27013-07,Tehsildar Pune West
Maharashtra,27,Pune,013,Pune West,04,Tarapur,020,18.52661,73.97465,5931,3878,1098,Pune RI Circle 7,RI-27013-07,Tehsildar Pune West
Maharashtra,27,Pune,013,Pune West,04,Uttanahalli,021,18.50542,73.77447,2889,1767,755,Pune RI Circle 7,RI-27013-07,Tehsildar Pune West
Maharashtra,27,Pune,013,Pune West,04,Veerapuram,022,18.58771,73.79823,8919,7490,2931,Pune RI Circle 8,RI-27013-08,Tehsildar Pune West
Maharashtra,27,Pune,013,Pune West,04,Yellapur,023,18.45056,73.8657,7649,4938,2066,Pune RI Circle 8,RI-27013-08,Tehsildar Pune West
Maharashtra,27,Pune,013,Pune West,04,Zamania,024,18.24349,73.80444,4943,3983,1476,Pune RI Circle 8,RI-27013-08,Tehsildar Pune West
Odisha,21,Cuttack,012,Cuttack North,01,Rampur,001,20.50082,85.94167,2498,2084,251,Cuttack RI Circle 1,RI-21012-01,Tehsildar Cuttack North
Odisha,21,Cuttack,012,Cuttack North,01,Kothapalli,002,20.47376,85.76403,1063,828,142,Cuttack RI Circle 1,RI-21012-01,Tehsildar Cuttack North
Odisha,21,Cuttack,012,Cuttack North,01,Ganeshpura,003,20.49382,85.88628,2521,2135,365,Cuttack RI Circle 1,RI-21012-01,Tehsildar Cuttack North
Odisha,21,Cuttack,012,Cuttack North,01,Bhimnagar,004,20.49917,85.71415,2766,2002,445,Cuttack RI Circle 2,RI-21012-02,Tehsildar Cuttack North
Odisha,21,Cuttack,012,Cuttack North,01,Sultanpur,005,20.4845,85.90004,1298,873,365,Cuttack RI Circle 2,RI-21012-02,Tehsildar Cuttack North
Odisha,21,Cuttack,012,Cuttack North,01,Devgaon,006,20.48236,85.99341,630,377,193,Cuttack RI Circle 2,RI-21012-02,Tehsildar Cuttack North
Odisha,21,Cuttack,012,Cuttack South,02,Chandrapalli,007,20.44312,85.93037,1162,754,194,Cuttack RI Circle 3,RI-21012-03,Tehsildar Cuttack South
Odisha,21,Cuttack,012,Cuttack South,02,Narsapur,008,20.50019,85.68925,1459,857,523,Cuttack RI Circle 3,RI-21012-03,Tehsildar Cuttack South
Odisha,21,Cuttack,012,Cuttack South,02,Basavanahalli,009,20.49273,85.87904,671,510,251,Cuttack RI Circle 3,RI-21012-03,Tehsildar Cuttack South
Odisha,21,Cuttack,012,Cuttack South,02,Mallapuram,010,20.501,85.88448,2497,1928,580,Cuttack RI Circle 4,RI-21012-04,Tehsildar Cuttack South
Odisha,21,Cuttack,012,Cuttack South,02,Amrapur,011,20.37067,85.88104,948,608,306,Cuttack RI Circle 4,RI-21012-04,Tehsildar Cuttack South
Odisha,21,Cuttack,012,Cuttack South,02,Jaitpur,012,20.47147,85.99808,1652,1365,502,Cuttack RI Circle 4,RI-21012-04,Tehsildar Cuttack South
Odisha,21,Cuttack,012,Cuttack East,03,Kesarpur,013,20.56171,85.8293,2973,1808,959,Cuttack RI Circle 5,RI-21012-05,Tehsildar Cuttack East
Odisha,21,Cuttack,012,Cuttack East,03,Lakshmipura,014,20.64623,85.87443,2490,1387,590,Cuttack RI Circle 5,RI-21012-05,Tehsildar Cuttack East
Odisha,21,Cuttack,012,Cuttack East,03,Madhavgarh,015,20.52712,85.70079,585,426,154,Cuttack RI Circle 5,RI-21012-05,Tehsildar Cuttack East
Odisha,21,Cuttack,012,Cuttack East,03,Nandgaon,016,20.49502,85.78061,761,587,166,Cuttack RI Circle 6,RI-21012-06,Tehsildar Cuttack East
Odisha,21,Cuttack,012,Cuttack East,03,Peddapalli,017,20.42251,85.87689,2132,1419,243,Cuttack RI Circle 6,RI-21012-06,Tehsildar Cuttack East
Odisha,21,Cuttack,012,Cuttack East,03,Raghunathpur,018,20.51343,85.88835,738,553,82,Cuttack RI Circle 6,RI-21012-06,Tehsildar Cuttack East
Odisha,21,Cuttack,012,Cuttack West,04,Shivnagar,019,20.49268,85.86305,2701,1910,349,Cuttack RI Circle 7,RI-21012-07,Tehsildar Cuttack West
Odisha,21,Cuttack,012,Cuttack West,04,Tarapur,020,20.45059,85.87979,2438,1500,925,Cuttack RI Circle 7,RI-21012-07,Tehsildar Cuttack West
Odisha,21,Cuttack,012,Cuttack West,04,Uttanahalli,021,20.53394,85.85357,1874,1301,347,Cuttack RI Circle 7,RI-21012-07,Tehsildar Cuttack West
Odisha,21,Cuttack,012,Cuttack West,04,Veerapuram,022,20.46291,85.87374,2204,1286,602,Cuttack RI Circle 8,RI-21012-08,Tehsildar Cuttack West
Odisha,21,Cuttack,012,Cuttack West,04,Yellapur,023,20.48645,85.87382,400,261,81,Cuttack RI Circle 8,RI-21012-08,Tehsildar Cuttack West
Odisha,21,Cuttack,012,Cuttack West,04,Zamania,024,20.3486,85.84532,2690,1861,385,Cuttack RI Circle 8,RI-21012-08,Tehsildar Cuttack West
Odisha,21,Ganjam,019,Ganjam North,01,Rampur,001,19.29491,84.79829,2567,2022,841,Ganjam RI Circle 1,RI-21019-01,Tehsildar Ganjam North
Odisha,21,Ganjam,019,Ganjam North,01,Kothapalli,002,19.53494,84.78178,2670,2232,414,Ganjam RI Circle 1,RI-21019-01,Tehsildar Ganjam North
Odisha,21,Ganjam,019,Ganjam North,01,Ganeshpura,003,19.2625,84.68343,625,527,200,Ganjam RI Circle 1,RI-21019-01,Tehsildar Ganjam North
Odisha,21,Ganjam,019,Ganjam North,01,Bhimnagar,004,19.42012,84.79109,1250,741,303,Ganjam RI Circle 2,RI-21019-02,Tehsildar Ganjam North
Odisha,21,Ganjam,019,Ganjam North,01,Sultanpur,005,19.4159,84.53475,906,549,195,Ganjam RI Circle 2,RI-21019-02,Tehsildar Ganjam North
Odisha,21,Ganjam,019,Ganjam North,01,Devgaon,006,19.50614,84.89116,3029,2402,431,Ganjam RI Circle 2,RI-21019-02,Tehsildar Ganjam North
Odisha,21,Ganjam,019,Ganjam South,02,Chandrapalli,007,19.33477,84.94814,2265,1624,567,Ganjam RI Circle 3,RI-21019-03,Tehsildar Ganjam South
Odisha,21,Ganjam,019,Ganjam South,02,Narsapur,008,19.37478,84.87858,2689,2237,1073,Ganjam RI Circle 3,RI-21019-03,Tehsildar Ganjam South
Odisha,21,Ganjam,019,Ganjam South,02,Basavanahalli,009,19.26615,84.76456,760,482,157,Ganjam RI Circle 3,RI-21019-03,Tehsildar Ganjam South
Odisha,21,Ganjam,019,Ganjam South,02,Mallapuram,010,19.30361,84.91342,2264,1677,589,Ganjam RI Circle 4,RI-21019-04,Tehsildar Ganjam South
Odisha,21,Ganjam,019,Ganjam South,02,Amrapur,011,19.30515,84.79986,765,532,174,Ganjam RI Circle 4,RI-21019-04,Tehsildar Ganjam South
Odisha,21,Ganjam,019,Ganjam South,02,Jaitpur,012,19.28583,84.9204,2347,1301,724,Ganjam RI Circle 4,RI-21019-04,Tehsildar Ganjam South
Odisha,21,Ganjam,019,Ganjam East,03,Kesarpur,013,19.33943,84.9141,1111,910,244,Ganjam RI Circle 5,RI-21019-05,Tehsildar Ganjam East
Odisha,21,Ganjam,019,Ganjam East,03,Lakshmipura,014,19.31639,84.71957,2295,1498,584,Ganjam RI Circle 5,RI-21019-05,Tehsildar Ganjam East
Odisha,21,Ganjam,019,Ganjam East,03,Madhavgarh,015,19.33818,84.91635,1102,905,365,Ganjam RI Circle 5,RI-21019-05,Tehsildar Ganjam East
Odisha,21,Ganjam,019,Ganjam East,03,Nandgaon,016,19.28329,84.84334,2415,1798,872,Ganjam RI Circle 6,RI-21019-06,Tehsildar Ganjam East
Odisha,21,Ganjam,019,Ganjam East,03,Peddapalli,017,19.34341,84.82144,1808,1109,545,Ganjam RI Circle 6,RI-21019-06,Tehsildar Ganjam East
Odisha,21,Ganjam,019,Ganjam East,03,Raghunathpur,018,19.38306,84.7788,631,473,203,Ganjam RI Circle 6,RI-21019-06,Tehsildar Ganjam East
Odisha,21,Ganjam,019,Ganjam West,04,Shivnagar,019,19.37738,84.77922,2474,1915,740,Ganjam RI Circle 7,RI-21019-07,Tehsildar Ganjam West
Odisha,21,Ganjam,019,Ganjam West,04,Tarapur,020,19.30021,84.81345,1085,773,322,Ganjam RI Circle 7,RI-21019-07,Tehsildar Ganjam West
Odisha,21,Ganjam,019,Ganjam West,04,Uttanahalli,021,19.36039,84.85267,1708,1005,195,Ganjam RI Circle 7,RI-21019-07,Tehsildar Ganjam West
Odisha,21,Ganjam,019,Ganjam West,04,Veerapuram,022,19.27283,84.73616,1168,697,355,Ganjam RI Circle 8,RI-21019-08,Tehsildar Ganjam West
Odisha,21,Ganjam,019,Ganjam West,04,Yellapur,023,19.38782,84.89538,965,782,294,Ganjam RI Circle 8,RI-21019-08,Tehsildar Ganjam West
Odisha,21,Ganjam,019,Ganjam West,04,Zamania,024,19.47629,84.83261,1267,1028,149,Ganjam RI Circle 8,RI-21019-08,Tehsildar Ganjam West
Odisha,21,Khordha,005,Khordha North,01,Rampur,001,20.10244,85.46893,2143,1334,639,Khordha RI Circle 1,RI-21005-01,Tehsildar Khordha North
Odisha,21,Khordha,005,Khordha North,01,Kothapalli,002,20.10803,85.64403,2656,1562,891,Khordha RI Circle 1,RI-21005-01,Tehsildar Khordha North
Odisha,21,Khordha,005,Khordha North,01,Ganeshpura,003,20.18215,85.6806,1717,1252,257,Khordha RI Circle 1,RI-21005-01,Tehsildar Khordha North
Odisha,21,Khordha,005,Khordha North,01,Bhimnagar,004,20.31453,85.56273,1023,808,289,Khordha RI Circle 2,RI-21005-02,Tehsildar Khordha North
Odisha,21,Khordha,005,Khordha North,01,Sultanpur,005,20.2384,85.58039,2665,1678,652,Khordha RI Circle 2,RI-21005-02,Tehsildar Khordha North
Odisha,21,Khordha,005,Khordha North,01,Devgaon,006,20.2341,85.67192,3105,2136,1132,Khordha RI Circle 2,RI-21005-02,Tehsildar Khordha North
Odisha,21,Khordha,005,Khordha South,02,Chandrapalli,007,20.04495,85.81974,717,502,171,Khordha RI Circle 3,RI-21005-03,Tehsildar Khordha South
Odisha,21,Khordha,005,Khordha South,02,Narsapur,008,20.13875,85.54934,1361,1124,364,Khordha RI Circle 3,RI-21005-03,Tehsildar Khordha South
Odisha,21,Khordha,005,Khordha South,02,Basavanahalli,009,20.07724,85.76282,2086,1761,767,Khordha RI Circle 3,RI-21005-03,Tehsildar Khordha South
Odisha,21,Khordha,005,Khordha South,02,Mallapuram,010,20.22596,85.57738,2827,2249,450,Khordha RI Circle 4,RI-21005-04,Tehsildar Khordha South
Odisha,21,Khordha,005,Khordha South,02,Amrapur,011,20.23924,85.79009,1469,910,508,Khordha RI Circle 4,RI-21005-04,Tehsildar Khordha South
Odisha,21,Khordha,005,Khordha South,02,Jaitpur,012,20.27979,85.48949,2292,1281,878,Khordha RI Circle 4,RI-21005-04,Tehsildar Khordha South
Odisha,21,Khordha,005,Khordha East,03,Kesarpur,013,20.16571,85.59873,458,304,73,Khordha RI Circle 5,RI-21005-05,Tehsildar Khordha East
Odisha,21,Khordha,005,Khordha East,03,Lakshmipura,014,20.11862,85.50466,2142,1600,284,Khordha RI Circle 5,RI-21005-05,Tehsildar Khordha East
Odisha,21,Khordha,005,Khordha East,03,Madhavgarh,015,20.11611,85.51663,1876,1314,207,Khordha RI Circle 5,RI-21005-05,Tehsildar Khordha East
Odisha,21,Khordha,005,Khordha East,03,Nandgaon,016,20.19079,85.52679,1938,1454,558,Khordha RI Circle 6,RI-21005-06,Tehsildar Khordha East
Odisha,21,Khordha,005,Khordha East,03,Peddapalli,017,20.08743,85.80554,1615,974,261,Khordha RI Circle 6,RI-21005-06,Tehsildar Khordha East
Odisha,21,Khordha,005,Khordha East,03,Raghunathpur,018,20.34933,85.56142,1549,896,383,Khordha RI Circle 6,RI-21005-06,Tehsildar Khordha East
Odisha,21,Khordha,005,Khordha West,04,Shivnagar,019,20.29978,85.7009,2581,2035,482,Khordha RI Circle 7,RI-21005-07,Tehsildar Khordha West
Odisha,21,Khordha,005,Khordha West,04,Tarapur,020,20.14998,85.61546,2659,1543,653,Khordha RI Circle 7,RI-21005-07,Tehsildar Khordha West
Odisha,21,Khordha,005,Khordha West,04,Uttanahalli,021,20.11089,85.67239,1806,1385,519,Khordha RI Circle 7,RI-21005-07,Tehsildar Khordha West
Odisha,21,Khordha,005,Khordha West,04,Veerapuram,022,20.26917,85.62967,1386,981,333,Khordha RI Circle 8,RI-21005-08,Tehsildar Khordha West
Odisha,21,Khordha,005,Khordha West,04,Yellapur,023,20.28516,85.7559,1673,987,602,Khordha RI Circle 8,RI-21005-08,Tehsildar Khordha West
Odisha,21,Khordha,005,Khordha West,04,Zamania,024,20.20176,85.64607,1363,1105,249,Khordha RI Circle 8,RI-21005-08,Tehsildar Khordha West
Odisha,21,Sambalpur,026,Sambalpur North,01,Rampur,001,21.64051,83.95965,2973,2219,812,Sambalpur RI Circle 1,RI-21026-01,Tehsildar Sambalpur North
Odisha,21,Sambalpur,026,Sambalpur North,01,Kothapalli,002,21.56606,84.10121,3100,2259,582,Sambalpur RI Circle 1,RI-21026-01,Tehsildar Sambalpur North
Odisha,21,Sambalpur,026,Sambalpur North,01,Ganeshpura,003,21.54845,84.06065,1034,630,241,Sambalpur RI Circle 1,RI-21026-01,Tehsildar Sambalpur North
Odisha,21,Sambalpur,026,Sambalpur North,01,Bhimnagar,004,21.65502,83.84565,1121,709,125,Sambalpur RI Circle 2,RI-21026-02,Tehsildar Sambalpur North
Odisha,21,Sambalpur,026,Sambalpur North,01,Sultanpur,005,21.44964,84.03943,2968,1857,335,Sambalpur RI Circle 2,RI-21026-02,Tehsildar Sambalpur North
Odisha,21,Sambalpur,026,Sambalpur North,01,Devgaon,006,21.51026,84.06512,1792,1224,459,Sambalpur RI Circle 2,RI-21026-02,Tehsildar Sambalpur North
Odisha,21,Sambalpur,026,Sambalpur South,02,Chandrapalli,007,21.5097,83.9729,1528,1065,289,Sambalpur RI Circle 3,RI-21026-03,Tehsildar Sambalpur South
Odisha,21,Sambalpur,026,Sambalpur South,02,Narsapur,008,21.46316,83.99786,2599,2090,397,Sambalpur RI Circle 3,RI-21026-03,Tehsildar Sambalpur South
Odisha,21,Sambalpur,026,Sambalpur South,02,Basavanahalli,009,21.45046,83.92315,528,335,172,Sambalpur RI Circle 3,RI-21026-03,Tehsildar Sambalpur South
Odisha,21,Sambalpur,026,Sambalpur South,02,Mallapuram,010,21.3904,84.00329,1160,910,160,Sambalpur RI Circle 4,RI-21026-04,Tehsildar Sambalpur South
Odisha,21,Sambalpur,026,Sambalpur South,02,Amrapur,011,21.46394,84.10721,1796,1432,674,Sambalpur RI Circle 4,RI-21026-04,Tehsildar Sambalpur South
Odisha,21,Sambalpur,026,Sambalpur South,02,Jaitpur,012,21.4255,83.89926,3065,2309,928,Sambalpur RI Circle 4,RI-21026-04,Tehsildar Sambalpur South
Odisha,21,Sambalpur,026,Sambalpur East,03,Kesarpur,013,21.30852,84.0089,3006,1820,998,Sambalpur RI Circle 5,RI-21026-05,Tehsildar Sambalpur East
Odisha,21,Sambalpur,026,Sambalpur East,03,Lakshmipura,014,21.55662,83.84198,797,576,170,Sambalpur RI Circle 5,RI-21026-05,Tehsildar Sambalpur East
Odisha,21,Sambalpur,026,Sambalpur East,03,Madhavgarh,015,21.4076,83.92284,1320,799,222,Sambalpur RI Circle 5,RI-21026-05,Tehsildar Sambalpur East
Odisha,21,Sambalpur,026,Sambalpur East,03,Nandgaon,016,21.44637,83.86684,2360,1989,818,Sambalpur RI Circle 6,RI-21026-06,Tehsildar Sambalpur East
Odisha,21,Sambalpur,026,Sambalpur East,03,Peddapalli,017,21.38215,83.98636,467,354,136,Sambalpur RI Circle 6,RI-21026-06,Tehsildar Sambalpur East
Odisha,21,Sambalpur,026,Sambalpur East,03,Raghunathpur,018,21.46508,84.00429,1068,757,281,Sambalpur RI Circle 6,RI-21026-06,Tehsildar Sambalpur East
Odisha,21,Sambalpur,026,Sambalpur West,04,Shivnagar,019,21.3503,83.84883,1989,1094,534,Sambalpur RI Circle 7,RI-21026-07,Tehsildar Sambalpur West
