ulpin,snapshot_date,risk_score,compensation_disbursed_pct,rehab_progress_pct,days_in_current_stage
29-007-011-687218,2022-01-28,0.2463,85.9,74.3,1
29-007-011-687218,2022-02-27,0.1712,87.2,75.4,1
29-007-011-687218,2022-03-29,0.1819,88.6,76.5,8
29-007-011-687218,2022-04-28,0.1591,89.9,77.5,38
29-018-013-657486,2025-04-28,0.8902,44.0,21.3,1
29-018-013-657486,2025-05-28,0.7802,45.4,22.4,22
29-018-013-657486,2025-06-27,0.7156,46.7,23.4,52
29-018-013-657486,2025-07-27,0.637,48.0,24.4,82
29-018-013-657486,2025-08-26,0.5243,49.4,25.5,112
23-016-019-487040,2021-08-25,0.01,20.0,45.0,34
23-016-019-487040,2021-09-24,0.01,21.3,46.1,64
23-016-019-487040,2021-10-24,0.103,22.7,47.1,94
23-016-019-487040,2021-11-23,0.2669,24.0,48.2,124
23-016-019-487040,2021-12-23,0.4301,25.4,49.2,154
23-016-020-768275,2021-11-29,0.2913,80.1,9.0,1
23-016-020-768275,2021-12-29,0.2393,81.5,10.0,1
23-016-020-768275,2022-01-28,0.2933,82.8,11.1,1
23-016-020-768275,2022-02-27,0.2524,84.2,12.1,1
23-016-020-768275,2022-03-29,0.2615,85.5,13.2,6
27-025-008-676027,2023-02-13,0.339,83.4,20.3,1
27-025-008-676027,2023-03-15,0.3828,84.8,21.4,20
27-025-008-676027,2023-04-14,0.3756,86.1,22.4,50
27-025-008-676027,2023-05-14,0.3923,87.5,23.4,80
27-025-008-676027,2023-06-13,0.4067,88.8,24.5,110
27-025-003-817740,2024-10-26,0.265,53.9,68.1,1
27-025-003-817740,2024-11-25,0.2522,55.2,69.1,31
27-025-003-817740,2024-12-25,0.2509,56.6,70.2,61
27-025-003-817740,2025-01-24,0.2464,57.9,71.2,91
27-025-003-817740,2025-02-23,0.1888,59.3,72.3,121
22-018-024-418496,2025-11-28,0.4385,34.2,0.0,198
22-018-024-418496,2025-12-28,0.4809,35.6,0.0,228
22-018-024-418496,2026-01-27,0.5261,36.9,1.0,258
22-018-024-418496,2026-02-26,0.5565,38.2,2.0,288
22-018-024-418496,2026-03-28,0.5721,39.6,3.1,318
22-018-003-186466,2021-09-03,0.01,41.3,53.4,108
22-018-003-186466,2021-10-03,0.0356,42.7,54.5,138
22-018-003-186466,2021-11-02,0.1798,44.0,55.5,168
22-018-003-186466,2021-12-02,0.2619,45.4,56.6,198
22-018-003-186466,2022-01-01,0.3077,46.7,57.6,228
09-031-004-549123,2024-08-13,0.6102,38.1,85.2,1
09-031-004-549123,2024-09-12,0.5514,39.5,86.2,1
09-031-004-549123,2024-10-12,0.545,40.8,87.3,1
09-031-004-549123,2024-11-11,0.5071,42.1,88.4,1
09-031-004-549123,2024-12-11,0.5031,43.5,89.4,12
33-014-024-980887,2024-10-25,0.6252,26.7,70.0,1
33-014-024-980887,2024-11-24,0.5011,28.1,71.0,22
33-014-024-980887,2024-12-24,0.4824,29.4,72.1,52
33-014-024-980887,2025-01-23,0.3953,30.8,73.2,82
33-014-024-980887,2025-02-22,0.361,32.1,74.2,112
09-002-018-837892,2025-03-05,0.5215,45.7,13.0,1
09-002-018-837892,2025-04-04,0.5436,47.1,14.0,1
09-002-018-837892,2025-05-04,0.5267,48.4,15.1,1
09-002-018-837892,2025-06-03,0.522,49.8,16.1,1
09-002-018-837892,2025-07-03,0.5462,51.1,17.2,3
27-013-004-846230,2021-12-31,0.5321,51.0,30.8,20
27-013-004-846230,2022-01-30,0.535,52.4,31.9,50
27-013-004-846230,2022-03-01,0.5816,53.7,32.9,80
27-013-004-846230,2022-03-31,0.6396,55.0,34.0,110
27-013-004-846230,2022-04-30,0.639,56.4,35.0,140
09-002-007-267190,2022-04-05,0.01,43.3,15.5,1
09-002-007-267190,2022-05-05,0.0756,44.7,16.5,1
09-002-007-267190,2022-06-04,0.2242,46.0,17.6,1
09-002-007-267190,2022-07-04,0.3031,47.4,18.6,16
09-002-007-267190,2022-08-03,0.4037,48.7,19.7,46
33-023-021-127686,2025-03-09,0.4775,35.3,22.5,1
33-023-021-127686,2025-04-08,0.528,36.7,23.5,19
33-023-021-127686,2025-05-08,0.5354,38.0,24.6,49
33-023-021-127686,2025-06-07,0.6364,39.4,25.6,79
33-023-021-127686,2025-07-07,0.6805,40.7,26.7,109
36-003-002-022189,2023-10-10,0.0555,48.9,12.5,1
36-003-002-022189,2023-11-09,0.1074,50.2,13.5,1
36-003-002-022189,2023-12-09,0.2337,51.6,14.6,2
36-003-002-022189,2024-01-08,0.1999,52.9,15.6,32
36-003-002-022189,2024-02-07,0.3323,54.3,16.7,62
29-009-024-146793,2024-06-09,0.8129,63.5,16.0,1
29-009-024-146793,2024-07-09,0.775,64.9,17.0,13
29-009-024-146793,2024-08-08,0.7457,66.2,18.1,43
29-009-024-146793,2024-09-07,0.6961,67.6,19.1,73
29-009-024-146793,2024-10-07,0.7086,68.9,20.2,103
23-033-019-156498,2024-05-25,0.3519,11.5,88.1,33
23-033-019-156498,2024-06-24,0.3784,12.8,89.1,63
23-033-019-156498,2024-07-24,0.3854,14.2,90.2,93
23-033-019-156498,2024-08-23,0.374,15.5,91.2,123
23-033-019-156498,2024-09-22,0.3966,16.9,92.3,153
29-018-010-276444,2025-09-29,0.5027,48.5,28.8,1
29-018-010-276444,2025-10-29,0.4504,49.9,29.9,1
29-018-010-276444,2025-11-28,0.3646,51.2,30.9,15
29-018-010-276444,2025-12-28,0.3095,52.5,31.9,45
29-018-010-276444,2026-01-27,0.2402,53.9,33.0,75
33-014-011-892673,2023-04-02,0.186,69.7,6.2,1
33-014-011-892673,2023-05-02,0.1742,71.0,7.2,24
33-014-011-892673,2023-06-01,0.2169,72.4,8.3,54
33-014-011-892673,2023-07-01,0.2243,73.8,9.3,84
33-014-011-892673,2023-07-31,0.2244,75.1,10.4,114
09-044-015-501491,2022-08-06,0.6914,66.5,17.1,1
09-044-015-501491,2022-09-05,0.6566,67.9,18.1,1
09-044-015-501491,2022-10-05,0.6438,69.2,19.2,1
09-044-015-501491,2022-11-04,0.6367,70.6,20.2,1
09-044-015-501491,2022-12-04,0.5716,71.9,21.3,25
09-002-012-287289,2024-09-25,0.2169,84.2,62.9,245
09-002-012-287289,2024-10-25,0.1947,85.5,63.9,275
09-002-012-287289,2024-11-24,0.1882,86.9,65.0,305
09-002-012-287289,2024-12-24,0.1933,88.2,66.0,335
09-002-012-287289,2025-01-23,0.2156,89.6,67.1,365
09-015-017-116286,2024-04-13,0.5907,15.1,8.6,1
09-015-017-116286,2024-05-13,0.5407,16.4,9.7,1
09-015-017-116286,2024-06-12,0.4453,17.8,10.7,3
09-015-017-116286,2024-07-12,0.3465,19.1,11.8,33
09-015-017-116286,2024-08-11,0.3268,20.5,12.8,63
21-019-012-187124,2021-06-01,0.2492,16.5,71.7,1
21-019-012-187124,2021-07-01,0.221,17.8,72.8,1
21-019-012-187124,2021-07-31,0.2298,19.2,73.8,1
21-019-012-187124,2021-08-30,0.3265,20.5,74.9,1
21-019-012-187124,2021-09-29,0.3601,21.9,75.9,8
36-019-009-659671,2020-07-18,0.3361,81.2,58.5,1
36-019-009-659671,2020-08-17,0.3545,82.5,59.6,29
36-019-009-659671,2020-09-16,0.3907,83.9,60.6,59
36-019-009-659671,2020-10-16,0.4272,85.2,61.7,89
36-019-009-659671,2020-11-15,0.4877,86.6,62.7,119
29-018-003-950223,2023-02-16,0.7044,76.8,30.0,1
29-018-003-950223,2023-03-18,0.6472,78.2,31.1,1
29-018-003-950223,2023-04-17,0.6227,79.5,32.1,1
29-018-003-950223,2023-05-17,0.6021,80.9,33.2,1
29-018-003-950223,2023-06-16,0.5415,82.2,34.2,10
27-025-021-006424,2021-02-17,0.0791,79.7,67.6,1
27-025-021-006424,2021-03-19,0.1893,81.0,68.6,1
27-025-021-006424,2021-04-18,0.2242,82.4,69.7,18
27-025-021-006424,2021-05-18,0.2845,83.8,70.8,48
27-025-021-006424,2021-06-17,0.3904,85.1,71.8,78
29-009-005-001703,2025-11-30,0.1812,44.8,4.1,1
29-009-005-001703,2025-12-30,0.277,46.2,5.2,1
29-009-005-001703,2026-01-29,0.4073,47.5,6.2,1
29-009-005-001703,2026-02-28,0.4761,48.9,7.3,4
29-009-005-001703,2026-03-30,0.6176,50.2,8.3,34
29-009-005-455315,2023-09-01,0.4727,16.2,77.7,1
29-009-005-455315,2023-10-01,0.4642,17.6,78.8,28
29-009-005-455315,2023-10-31,0.4515,18.9,79.8,58
29-009-005-455315,2023-11-30,0.5235,20.2,80.9,88
29-009-005-455315,2023-12-30,0.5087,21.6,81.9,118
36-027-001-845549,2023-02-28,0.4606,36.3,71.1,1
36-027-001-845549,2023-03-30,0.489,37.7,72.1,1
36-027-001-845549,2023-04-29,0.4761,39.0,73.2,1
36-027-001-845549,2023-05-29,0.5053,40.4,74.2,17
36-027-001-845549,2023-06-28,0.5118,41.7,75.3,47
29-009-020-946469,2022-01-07,0.5707,54.7,35.4,1
29-009-020-946469,2022-02-06,0.5805,56.1,36.5,1
29-009-020-946469,2022-03-08,0.5839,57.4,37.5,1
29-009-020-946469,2022-04-07,0.597,58.8,38.6,29
29-009-020-946469,2022-05-07,0.6266,60.1,39.6,59
36-027-001-200502,2021-01-13,0.5817,45.7,18.9,1
36-027-001-200502,2021-02-12,0.5052,47.1,20.0,1
36-027-001-200502,2021-03-14,0.462,48.4,21.0,1
36-027-001-200502,2021-04-13,0.4397,49.8,22.1,1
36-027-001-200502,2021-05-13,0.3687,51.1,23.1,27
22-018-021-025320,2022-01-06,0.3119,81.6,4.8,1
22-018-021-025320,2022-02-05,0.3237,83.0,5.8,1
22-018-021-025320,2022-03-07,0.307,84.3,6.9,29
22-018-021-025320,2022-04-06,0.293,85.7,8.0,59
22-018-021-025320,2022-05-06,0.2783,87.0,9.0,89
21-019-009-996875,2024-10-23,0.1427,46.3,14.6,1
21-019-009-996875,2024-11-22,0.2545,47.7,15.7,1
21-019-009-996875,2024-12-22,0.226,49.0,16.7,26
21-019-009-996875,2025-01-21,0.2897,50.4,17.8,56
21-019-009-996875,2025-02-20,0.3537,51.7,18.8,86
33-031-017-369786,2023-07-16,0.387,35.3,28.3,385
33-031-017-369786,2023-08-15,0.3075,36.7,29.4,415
33-031-017-369786,2023-09-14,0.3326,38.0,30.4,445
33-031-017-369786,2023-10-14,0.3228,39.4,31.4,475
33-031-017-369786,2023-11-13,0.3163,40.7,32.5,505
09-015-023-594924,2021-01-12,0.5986,17.9,30.4,22
09-015-023-594924,2021-02-11,0.5546,19.2,31.5,52
09-015-023-594924,2021-03-13,0.5662,20.6,32.5,82
09-015-023-594924,2021-04-12,0.5624,21.9,33.6,112
09-015-023-594924,2021-05-12,0.509,23.3,34.6,142
29-022-002-099610,2020-08-21,0.4044,31.4,0.0,47
29-022-002-099610,2020-09-20,0.4417,32.8,0.0,77
29-022-002-099610,2020-10-20,0.502,34.1,0.0,107
29-022-002-099610,2020-11-19,0.4555,35.4,0.0,137
29-022-002-099610,2020-12-19,0.4943,36.8,0.9,167
36-011-024-060933,2021-01-16,0.4894,79.7,21.0,1
36-011-024-060933,2021-02-15,0.4878,81.0,22.0,1
36-011-024-060933,2021-03-17,0.4946,82.4,23.1,20
36-011-024-060933,2021-04-16,0.4673,83.8,24.1,50
36-011-024-060933,2021-05-16,0.4906,85.1,25.2,80
29-018-010-881797,2023-09-14,0.5491,63.7,26.5,53
29-018-010-881797,2023-10-14,0.4897,65.0,27.5,83
29-018-010-881797,2023-11-13,0.4418,66.4,28.6,113
29-018-010-881797,2023-12-13,0.342,67.8,29.6,143
29-018-010-881797,2024-01-12,0.2749,69.1,30.7,173
22-002-010-780310,2023-11-05,0.2078,67.7,17.2,82
22-002-010-780310,2023-12-05,0.223,69.0,18.2,112
22-002-010-780310,2024-01-04,0.29,70.4,19.3,142
22-002-010-780310,2024-02-03,0.3141,71.8,20.3,172
22-002-010-780310,2024-03-04,0.3514,73.1,21.4,202
36-027-001-557523,2024-11-18,0.3534,15.7,18.2,1
36-027-001-557523,2024-12-18,0.3552,17.1,19.2,1
36-027-001-557523,2025-01-17,0.4148,18.4,20.3,1
36-027-001-557523,2025-02-16,0.4638,19.8,21.3,14
36-027-001-557523,2025-03-18,0.5341,21.1,22.4,44
22-014-011-945886,2022-03-19,0.6574,47.7,0.6,1
22-014-011-945886,2022-04-18,0.5957,49.1,1.6,22
22-014-011-945886,2022-05-18,0.5156,50.4,2.7,52
22-014-011-945886,2022-06-17,0.4929,51.8,3.8,82
22-014-011-945886,2022-07-17,0.3816,53.1,4.8,112
23-028-022-544680,2021-05-20,0.99,22.5,15.3,312
23-028-022-544680,2021-06-19,0.9847,23.8,16.4,342
23-028-022-544680,2021-07-19,0.7938,25.2,17.4,372
23-028-022-544680,2021-08-18,0.6724,26.5,18.4,402
23-028-022-544680,2021-09-17,0.5073,27.9,19.5,432
22-002-004-231516,2022-01-01,0.4769,46.0,58.5,67
22-002-004-231516,2022-01-31,0.4429,47.4,59.6,97
22-002-004-231516,2022-03-02,0.405,48.7,60.6,127
22-002-004-231516,2022-04-01,0.4026,50.0,61.7,157
22-002-004-231516,2022-05-01,0.3423,51.4,62.7,187
27-001-021-354655,2021-05-27,0.4411,19.1,23.5,1
27-001-021-354655,2021-06-26,0.5083,20.4,24.5,1
27-001-021-354655,2021-07-26,0.592,21.8,25.6,27
27-001-021-354655,2021-08-25,0.6169,23.1,26.6,57
27-001-021-354655,2021-09-24,0.7128,24.5,27.7,87
09-031-022-184217,2025-01-12,0.01,51.6,20.9,1
09-031-022-184217,2025-02-11,0.01,53.0,22.0,1
09-031-022-184217,2025-03-13,0.1457,54.3,23.0,1
09-031-022-184217,2025-04-12,0.3212,55.6,24.1,3
09-031-022-184217,2025-05-12,0.3681,57.0,25.1,33
21-019-018-511650,2020-06-18,0.7406,50.9,67.5,52
21-019-018-511650,2020-07-18,0.6211,52.2,68.5,82
21-019-018-511650,2020-08-17,0.5665,53.6,69.6,112
21-019-018-511650,2020-09-16,0.5079,54.9,70.7,142
21-019-018-511650,2020-10-16,0.4032,56.3,71.7,172
36-027-020-551651,2023-12-08,0.2865,50.6,0.0,189
36-027-020-551651,2024-01-07,0.3543,52.0,0.9,219
36-027-020-551651,2024-02-06,0.3884,53.3,2.0,249
36-027-020-551651,2024-03-07,0.409,54.6,3.0,279
36-027-020-551651,2024-04-06,0.4965,56.0,4.1,309
09-002-007-873989,2024-11-16,0.5702,40.2,92.9,1
09-002-007-873989,2024-12-16,0.5266,41.6,93.9,1
09-002-007-873989,2025-01-15,0.4879,42.9,95.0,1
09-002-007-873989,2025-02-14,0.4382,44.2,96.0,19
09-002-007-873989,2025-03-16,0.4246,45.6,97.1,49
36-027-003-562673,2023-04-12,0.8541,44.4,18.2,138
36-027-003-562673,2023-05-12,0.7839,45.8,19.2,168
36-027-003-562673,2023-06-11,0.6917,47.1,20.3,198
36-027-003-562673,2023-07-11,0.6528,48.4,21.3,228
36-027-003-562673,2023-08-10,0.5135,49.8,22.4,258
29-022-018-398840,2024-09-02,0.3462,49.6,9.4,143
29-022-018-398840,2024-10-02,0.3906,51.0,10.4,173
29-022-018-398840,2024-11-01,0.4199,52.3,11.5,203
29-022-018-398840,2024-12-01,0.442,53.6,12.5,233
29-022-018-398840,2024-12-31,0.4874,55.0,13.6,263
22-018-016-513419,2022-02-21,0.01,46.2,0.6,1
22-018-016-513419,2022-03-23,0.1394,47.6,1.6,27
22-018-016-513419,2022-04-22,0.2241,48.9,2.7,57
22-018-016-513419,2022-05-22,0.3092,50.2,3.8,87
22-018-016-513419,2022-06-21,0.4461,51.6,4.8,117
21-026-009-986885,2022-08-16,0.3332,42.8,62.8,1
21-026-009-986885,2022-09-15,0.3055,44.2,63.9,1
21-026-009-986885,2022-10-15,0.3364,45.5,64.9,1
21-026-009-986885,2022-11-14,0.3026,46.9,66.0,1
21-026-009-986885,2022-12-14,0.328,48.2,67.0,21
36-019-006-179929,2024-05-14,0.6752,27.8,4.4,1
36-019-006-179929,2024-06-13,0.6806,29.2,5.4,1
36-019-006-179929,2024-07-13,0.6537,30.5,6.5,1
36-019-006-179929,2024-08-12,0.6005,31.9,7.5,1
36-019-006-179929,2024-09-11,0.5766,33.2,8.6,6
09-031-011-974744,2021-01-20,0.1285,33.0,79.4,1
09-031-011-974744,2021-02-19,0.1628,34.4,80.4,1
09-031-011-974744,2021-03-21,0.1827,35.7,81.5,15
09-031-011-974744,2021-04-20,0.1934,37.0,82.5,45
09-031-011-974744,2021-05-20,0.2502,38.4,83.6,75
21-019-004-813179,2023-01-30,0.5337,41.8,54.7,1
21-019-004-813179,2023-03-01,0.5369,43.2,55.8,10
21-019-004-813179,2023-03-31,0.5023,44.5,56.8,40
21-019-004-813179,2023-04-30,0.451,45.9,57.9,70
21-019-004-813179,2023-05-30,0.3958,47.2,58.9,100
27-037-017-071976,2022-03-28,0.0401,0.0,67.1,1
27-037-017-071976,2022-04-27,0.1434,0.0,68.1,1
27-037-017-071976,2022-05-27,0.2348,1.3,69.2,1
27-037-017-071976,2022-06-26,0.3563,2.7,70.2,2
27-037-017-071976,2022-07-26,0.428,4.0,71.3,32
22-018-001-545491,2025-02-09,0.99,38.5,14.6,1
22-018-001-545491,2025-03-11,0.8831,39.9,15.7,1
22-018-001-545491,2025-04-10,0.8368,41.2,16.7,12
22-018-001-545491,2025-05-10,0.7149,42.5,17.8,42
22-018-001-545491,2025-06-09,0.6348,43.9,18.8,72
23-004-003-065678,2023-03-07,0.4945,57.9,83.9,19
23-004-003-065678,2023-04-06,0.4615,59.2,84.9,49
23-004-003-065678,2023-05-06,0.3908,60.6,86.0,79
23-004-003-065678,2023-06-05,0.3926,61.9,87.0,109
23-004-003-065678,2023-07-05,0.3731,63.3,88.1,139
23-028-018-538523,2025-11-06,0.4151,43.8,6.9,347
23-028-018-538523,2025-12-06,0.4551,45.2,7.9,377
23-028-018-538523,2026-01-05,0.4575,46.5,9.0,407
23-028-018-538523,2026-02-04,0.5158,47.9,10.0,437
23-028-018-538523,2026-03-06,0.5315,49.2,11.1,467
23-004-019-847768,2021-01-23,0.6791,31.8,22.7,102
23-004-019-847768,2021-02-22,0.6431,33.2,23.8,132
23-004-019-847768,2021-03-24,0.6157,34.5,24.8,162
23-004-019-847768,2021-04-23,0.5872,35.9,25.8,192
23-004-019-847768,2021-05-23,0.5345,37.2,26.9,222
22-018-021-968127,2024-09-30,0.7498,27.9,43.0,1
22-018-021-968127,2024-10-30,0.7016,29.2,44.1,1
22-018-021-968127,2024-11-29,0.6752,30.6,45.1,9
22-018-021-968127,2024-12-29,0.5356,31.9,46.2,39
22-018-021-968127,2025-01-28,0.4724,33.3,47.2,69
22-018-015-420983,2021-03-03,0.5944,26.8,16.1,1
22-018-015-420983,2021-04-02,0.6262,28.2,17.1,1
22-018-015-420983,2021-05-02,0.6399,29.5,18.2,4
22-018-015-420983,2021-06-01,0.6531,30.9,19.2,34
22-018-015-420983,2021-07-01,0.6791,32.2,20.3,64
29-009-001-727216,2024-08-11,0.5085,65.1,59.4,129
29-009-001-727216,2024-09-10,0.4659,66.5,60.5,159
29-009-001-727216,2024-10-10,0.3915,67.8,61.5,189
29-009-001-727216,2024-11-09,0.3552,69.2,62.6,219
29-009-001-727216,2024-12-09,0.303,70.5,63.6,249
21-012-022-367262,2022-08-12,0.0976,36.0,44.4,1
21-012-022-367262,2022-09-11,0.1263,37.4,45.5,1
21-012-022-367262,2022-10-11,0.2027,38.7,46.5,1
21-012-022-367262,2022-11-10,0.2138,40.0,47.6,14
21-012-022-367262,2022-12-10,0.2505,41.4,48.6,44
21-026-003-542903,2025-05-04,0.4635,5.5,50.3,1
21-026-003-542903,2025-06-03,0.4454,6.9,51.4,1
21-026-003-542903,2025-07-03,0.4387,8.2,52.4,1
21-026-003-542903,2025-08-02,0.3739,9.6,53.5,1
21-026-003-542903,2025-09-01,0.3459,10.9,54.5,31
27-037-019-629965,2023-07-05,0.5543,51.3,15.6,6
27-037-019-629965,2023-08-04,0.5123,52.7,16.6,36
27-037-019-629965,2023-09-03,0.4743,54.0,17.7,66
27-037-019-629965,2023-10-03,0.4222,55.4,18.8,96
27-037-019-629965,2023-11-02,0.369,56.7,19.8,126
33-031-012-609327,2022-01-19,0.9456,28.1,0.6,42
33-031-012-609327,2022-02-18,0.8478,29.4,1.6,72
33-031-012-609327,2022-03-20,0.8152,30.8,2.7,102
33-031-012-609327,2022-04-19,0.7079,32.1,3.8,132
33-031-012-609327,2022-05-19,0.6353,33.5,4.8,162
29-022-003-474706,2022-11-30,0.99,42.7,26.7,1
29-022-003-474706,2022-12-30,0.9045,44.1,27.8,1
29-022-003-474706,2023-01-29,0.7278,45.4,28.8,1
29-022-003-474706,2023-02-28,0.5468,46.8,29.8,1
29-022-003-474706,2023-03-30,0.4272,48.1,30.9,3
29-022-015-076657,2024-04-01,0.7703,39.7,30.1,1
29-022-015-076657,2024-05-01,0.6892,41.1,31.1,5
29-022-015-076657,2024-05-31,0.6571,42.4,32.2,35
29-022-015-076657,2024-06-30,0.5985,43.8,33.2,65
29-022-015-076657,2024-07-30,0.5432,45.1,34.3,95
33-023-005-642414,2024-12-31,0.4583,42.9,47.8,1
33-023-005-642414,2025-01-30,0.486,44.2,48.9,1
33-023-005-642414,2025-03-01,0.4607,45.6,49.9,1
33-023-005-642414,2025-03-31,0.4511,46.9,51.0,19
33-023-005-642414,2025-04-30,0.4386,48.3,52.0,49
33-031-018-828945,2022-12-24,0.5692,50.7,64.7,273
33-031-018-828945,2023-01-23,0.5537,52.1,65.8,303
33-031-018-828945,2023-02-22,0.4995,53.4,66.8,333
33-031-018-828945,2023-03-24,0.4593,54.8,67.9,363
33-031-018-828945,2023-04-23,0.4523,56.1,68.9,393
36-019-008-658064,2021-01-21,0.5115,63.8,56.6,238
36-019-008-658064,2021-02-20,0.4272,65.2,57.6,268
36-019-008-658064,2021-03-22,0.4198,66.5,58.7,298
36-019-008-658064,2021-04-21,0.4191,67.9,59.8,328
36-019-008-658064,2021-05-21,0.3761,69.2,60.8,358
09-044-007-769720,2025-12-28,0.5661,80.7,33.0,1
09-044-007-769720,2026-01-27,0.5389,82.0,34.1,1
09-044-007-769720,2026-02-26,0.5632,83.4,35.1,1
09-044-007-769720,2026-03-28,0.5368,84.8,36.2,1
09-044-007-769720,2026-04-27,0.5064,86.1,37.2,25
29-022-013-419792,2022-10-20,0.8264,60.9,28.4,1
29-022-013-419792,2022-11-19,0.7489,62.2,29.5,1
29-022-013-419792,2022-12-19,0.6769,63.6,30.5,1
29-022-013-419792,2023-01-18,0.599,65.0,31.6,28
29-022-013-419792,2023-02-17,0.4509,66.3,32.6,58
22-002-023-912116,2020-07-20,0.0924,20.1,21.1,1
22-002-023-912116,2020-08-19,0.1987,21.4,22.1,1
22-002-023-912116,2020-09-18,0.2275,22.8,23.2,1
22-002-023-912116,2020-10-18,0.3097,24.1,24.2,10
22-002-023-912116,2020-11-17,0.3667,25.5,25.3,40
23-033-022-948550,2022-03-12,0.6169,9.9,31.9,1
23-033-022-948550,2022-04-11,0.6204,11.2,33.0,1
23-033-022-948550,2022-05-11,0.5513,12.6,34.0,1
23-033-022-948550,2022-06-10,0.5044,14.0,35.1,1
23-033-022-948550,2022-07-10,0.4835,15.3,36.1,18
27-013-017-224465,2024-05-24,0.5978,62.8,86.3,1
27-013-017-224465,2024-06-23,0.5623,64.2,87.3,2
27-013-017-224465,2024-07-23,0.4692,65.5,88.4,32
27-013-017-224465,2024-08-22,0.4705,66.9,89.5,62
27-013-017-224465,2024-09-21,0.4502,68.2,90.5,92
09-031-011-403676,2021-06-17,0.0687,41.4,5.3,9
09-031-011-403676,2021-07-17,0.1315,42.8,6.3,39
09-031-011-403676,2021-08-16,0.2167,44.1,7.4,69
09-031-011-403676,2021-09-15,0.2722,45.4,8.4,99
09-031-011-403676,2021-10-15,0.3573,46.8,9.5,129
21-026-006-801004,2023-01-29,0.2165,61.3,31.7,1
21-026-006-801004,2023-02-28,0.3013,62.7,32.8,1
21-026-006-801004,2023-03-30,0.3601,64.0,33.8,1
21-026-006-801004,2023-04-29,0.3812,65.4,34.9,2
21-026-006-801004,2023-05-29,0.3551,66.7,35.9,32
22-002-003-731451,2023-02-10,0.5498,76.5,11.4,38
22-002-003-731451,2023-03-12,0.5068,77.9,12.4,68
22-002-003-731451,2023-04-11,0.5172,79.2,13.5,98
22-002-003-731451,2023-05-11,0.4927,80.6,14.5,128
22-002-003-731451,2023-06-10,0.4357,81.9,15.6,158
36-027-010-959284,2023-07-07,0.9892,54.5,29.6,1
36-027-010-959284,2023-08-06,0.8903,55.9,30.6,1
36-027-010-959284,2023-09-05,0.7495,57.2,31.7,1
36-027-010-959284,2023-10-05,0.6859,58.5,32.8,1
36-027-010-959284,2023-11-04,0.5579,59.9,33.8,29
36-019-006-621721,2024-03-20,0.6887,56.2,20.3,3
36-019-006-621721,2024-04-19,0.6007,57.6,21.4,33
36-019-006-621721,2024-05-19,0.6409,58.9,22.4,63
36-019-006-621721,2024-06-18,0.6011,60.2,23.4,93
36-019-006-621721,2024-07-18,0.5866,61.6,24.5,123
22-009-003-276112,2023-01-07,0.5279,47.2,17.8,1
22-009-003-276112,2023-02-06,0.5331,48.6,18.9,20
22-009-003-276112,2023-03-08,0.5369,49.9,19.9,50
22-009-003-276112,2023-04-07,0.5095,51.2,20.9,80
22-009-003-276112,2023-05-07,0.5344,52.6,22.0,110
21-005-012-204869,2022-03-23,0.5021,53.6,39.9,1
21-005-012-204869,2022-04-22,0.4211,55.0,41.0,1
21-005-012-204869,2022-05-22,0.4256,56.3,42.0,1
21-005-012-204869,2022-06-21,0.3644,57.6,43.1,1
21-005-012-204869,2022-07-21,0.2829,59.0,44.1,12
33-031-019-065120,2021-09-11,0.1971,94.3,36.5,127
33-031-019-065120,2021-10-11,0.2494,95.7,37.6,157
33-031-019-065120,2021-11-10,0.2826,97.0,38.6,187
33-031-019-065120,2021-12-10,0.3452,98.4,39.7,217
33-031-019-065120,2022-01-09,0.3649,99.7,40.7,247
23-028-005-493813,2022-01-16,0.2328,65.1,71.9,1
23-028-005-493813,2022-02-15,0.2913,66.5,72.9,1
23-028-005-493813,2022-03-17,0.351,67.8,74.0,5
23-028-005-493813,2022-04-16,0.4215,69.2,75.0,35
23-028-005-493813,2022-05-16,0.4405,70.5,76.1,65
33-014-003-624419,2024-06-10,0.1539,69.1,41.4,1
33-014-003-624419,2024-07-10,0.2378,70.5,42.5,1
33-014-003-624419,2024-08-09,0.2765,71.8,43.5,3
33-014-003-624419,2024-09-08,0.3464,73.2,44.6,33
33-014-003-624419,2024-10-08,0.4644,74.5,45.6,63
27-025-010-264070,2023-06-16,0.9652,64.4,25.4,39
27-025-010-264070,2023-07-16,0.8559,65.8,26.5,69
27-025-010-264070,2023-08-15,0.7284,67.1,27.5,99
27-025-010-264070,2023-09-14,0.6244,68.5,28.6,129
27-025-010-264070,2023-10-14,0.4903,69.8,29.6,159
09-031-010-245314,2023-07-22,0.01,40.3,36.7,1
09-031-010-245314,2023-08-21,0.01,41.7,37.8,1
09-031-010-245314,2023-09-20,0.01,43.0,38.8,8
09-031-010-245314,2023-10-20,0.1124,44.4,39.9,38
09-031-010-245314,2023-11-19,0.2278,45.7,40.9,68
29-018-016-583426,2024-07-07,0.2997,33.9,72.9,1
29-018-016-583426,2024-08-06,0.3216,35.2,73.9,1
29-018-016-583426,2024-09-05,0.4051,36.6,75.0,26
29-018-016-583426,2024-10-05,0.4678,37.9,76.0,56
29-018-016-583426,2024-11-04,0.4713,39.3,77.1,86
09-044-013-404185,2024-01-20,0.2938,67.4,26.4,1
09-044-013-404185,2024-02-19,0.3227,68.8,27.5,1
