ulpin,project_name,project_type,implementing_agency,state,district,taluk,village,latitude,longitude,notification_date,expected_completion_date,actual_completion_date,land_area_acres,no_affected_families,no_landowners,ownership_fragmentation_index,ownership_dispute_flag,no_ownership_disputes,title_clarity_status,circle_rate_per_acre_lakhs,compensation_fair_value_lakhs,compensation_amount_sanctioned_lakhs,compensation_amount_disbursed_lakhs,compensation_disbursed_pct,compensation_gap_pct,compensation_dispute_flag,no_compensation_appeals,no_legal_disputes,legal_dispute_stage,court_stay_flag,days_since_dispute_filed,rehab_plan_approved_flag,rehab_progress_pct,resettlement_site_ready_flag,no_families_resettled,approval_stage,days_in_current_stage,no_pending_clearances,environmental_clearance_status,forest_clearance_status,is_closed_project,historical_delay_days,is_delayed,delay_stage,assigned_field_officer_id,latent_risk_audit,planned_duration_days,top_driver_audit
33-031-013-524134,Power Transmission - Madurai Stretch 1,Power Transmission,POWERGRID,Tamil Nadu,Madurai,Madurai East,Kesarpur,9.98711,78.17403,2022-11-06,2025-03-16,2025-08-03,41.5,143,76,1.831,True,5,Partial,17.32,2875.12,2126.1,616.57,29.0,26.05,True,1,1,Under Hearing,False,123,False,12.7,False,15,Possession Taken,56,3,Pending,Not Required,True,140,True,Ownership / Title,TN-LAO-2021-0436,0.5299,861,Ownership / Title
22-014-007-664694,Irrigation Canal - Bilaspur Stretch 4,Irrigation Canal,State Irrigation Dept,Chhattisgarh,Bilaspur,Bilaspur South,Chandrapalli,22.06371,82.13841,2022-05-31,2023-11-22,2025-02-12,62.6,122,86,1.374,True,2,Disputed,25.38,6355.15,5651.06,1356.25,24.0,11.08,True,1,8,Under Hearing,False,62,False,24.5,True,28,SIA Completed,130,5,Applied,Pending,True,448,True,Administrative Approval,CG-LAO-2022-0241,0.7665,540,Administrative Approval
21-019-002-659698,Airport Expansion - Ganjam Stretch 2,Airport Expansion,Airports Authority of India,Odisha,Ganjam,Ganjam North,Kothapalli,19.52475,84.77225,2023-11-14,2025-12-15,2026-03-26,75.0,159,109,1.453,True,6,Disputed,15.28,4584.0,3429.55,2030.29,59.2,25.18,True,3,2,Stayed by Court,True,114,True,58.9,False,77,Award Declared,284,2,Not Required,Not Required,True,101,True,Ownership / Title,OD-LAO-2025-0784,0.5416,762,Ownership / Title
33-014-017-126907,National Highway - Chennai Stretch 1,National Highway,NHAI,Tamil Nadu,Chennai,Chennai East,Peddapalli,13.13501,80.26222,2020-10-22,2022-06-26,2022-12-08,17.5,54,31,1.771,True,4,Partial,87.27,3054.45,1548.93,473.97,30.6,49.29,True,3,7,Stayed by Court,True,794,True,32.1,False,13,R&R Implementation,15,1,Obtained,Not Required,True,165,True,Legal Dispute,TN-LAO-2021-0562,0.6737,612,Legal Dispute
27-001-023-324558,Urban Metro - Mumbai Suburban Stretch 8,Urban Metro,Metro Rail Corp,Maharashtra,Mumbai Suburban,Mumbai Suburban West,Yellapur,19.10724,72.83487,2023-03-04,2025-02-06,2025-05-19,26.8,48,39,1.455,True,4,Partial,63.5,3403.6,3253.42,1926.02,59.2,4.41,True,1,2,Filed,False,5,False,25.2,True,10,SIA Completed,362,5,Applied,Applied,True,102,True,Administrative Approval,MH-LAO-2022-0603,0.4676,705,Administrative Approval
22-009-018-967292,State Highway - Durg Stretch 2,State Highway,State PWD,Chhattisgarh,Durg,Durg East,Raghunathpur,21.08345,81.41264,2022-12-13,2024-11-14,2024-11-14,160.7,329,210,1.307,True,2,Clear,17.95,11538.26,6933.09,6004.06,86.6,39.91,True,3,2,Filed,False,596,True,53.9,False,176,Compensation Disbursement,219,2,Applied,Not Required,True,0,False,Not Applicable,CG-LAO-2024-0988,0.41,702,Administrative Approval
29-022-004-754634,Power Transmission - Belagavi Stretch 8,Power Transmission,POWERGRID,Karnataka,Belagavi,Belagavi North,Bhimnagar,15.90457,74.63784,2021-02-27,2022-08-17,2022-10-22,64.9,158,86,1.325,False,0,Clear,10.46,2715.42,1928.78,1423.44,73.8,28.97,True,1,4,Filed,False,531,True,43.2,True,49,Section 11 Notification Issued,96,1,Applied,Not Required,True,66,True,Legal Dispute,KA-LAO-2025-0488,0.4799,536,Legal Dispute
21-012-017-308238,National Highway - Cuttack Stretch 4,National Highway,NHAI,Odisha,Cuttack,Cuttack East,Peddapalli,20.43314,85.87341,2022-04-12,2024-11-25,2025-06-26,55.8,115,96,1.72,True,1,Clear,24.42,5450.54,4263.42,1458.09,34.2,21.78,True,2,2,Under Hearing,False,64,False,31.5,True,26,SIA Completed,6,2,Pending,Applied,True,213,True,Legal Dispute,OD-LAO-2021-0890,0.5452,958,Legal Dispute
21-026-008-513213,Power Transmission - Sambalpur Stretch 1,Power Transmission,POWERGRID,Odisha,Sambalpur,Sambalpur South,Narsapur,21.4573,83.98303,2019-05-13,2021-01-23,2021-01-23,93.4,193,151,1.617,False,0,Clear,31.12,11626.43,7596.68,4482.04,59.0,34.66,True,6,0,None,False,0,False,28.9,True,39,SIA Completed,276,1,Applied,Not Required,True,0,False,Not Applicable,OD-LAO-2024-0281,0.3544,621,Rehabilitation (R&R)
09-015-015-720181,State Highway - Kanpur Nagar Stretch 3,State Highway,State PWD,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar East,Madhavgarh,26.40148,80.39715,2020-08-09,2022-10-02,2022-10-02,20.1,62,37,1.841,True,2,Clear,28.38,2281.75,2260.89,972.18,43.0,0.91,False,0,0,None,False,0,True,87.7,True,41,Compensation Disbursement,67,5,Not Required,Not Required,True,0,False,Not Applicable,UP-LAO-2023-0451,0.3249,784,Administrative Approval
22-002-016-810586,Irrigation Canal - Raipur Stretch 1,Irrigation Canal,State Irrigation Dept,Chhattisgarh,Raipur,Raipur East,Nandgaon,21.23646,81.74083,2021-01-06,2023-09-29,2023-09-29,207.9,562,298,1.433,False,0,Clear,45.37,18864.85,18124.08,16347.92,90.2,3.93,True,1,1,Under Hearing,False,24,False,38.7,True,216,Compensation Disbursement,10,0,Not Required,Applied,True,0,False,Not Applicable,CG-LAO-2022-0755,0.1584,996,Legal Dispute
36-027-006-464235,Power Transmission - Nizamabad Stretch 2,Power Transmission,POWERGRID,Telangana,Nizamabad,Nizamabad North,Devgaon,18.65828,78.09951,2023-04-12,2024-10-14,2024-10-14,16.9,23,25,1.479,False,0,Clear,30.17,2039.49,1671.29,1096.37,65.6,18.05,False,0,0,None,False,0,True,60.9,False,12,R&R Implementation,110,0,Pending,Obtained,True,0,False,Not Applicable,TG-LAO-2021-0135,0.1753,551,Administrative Approval
22-014-014-138282,Power Transmission - Bilaspur Stretch 3,Power Transmission,POWERGRID,Chhattisgarh,Bilaspur,Bilaspur East,Lakshmipura,22.04082,82.12961,2019-04-06,2021-11-12,2021-11-12,125.4,235,160,1.276,True,1,Partial,27.54,13814.06,10593.35,3887.76,36.7,23.31,True,5,1,Filed,False,74,True,49.5,False,107,R&R Implementation,9,1,Obtained,Not Required,True,0,False,Not Applicable,CG-LAO-2022-0241,0.4283,951,Compensation Disbursal
33-045-007-769939,Power Transmission - Tiruchirappalli Stretch 1,Power Transmission,POWERGRID,Tamil Nadu,Tiruchirappalli,Tiruchirappalli South,Chandrapalli,10.73213,78.63836,2020-01-04,2021-07-21,2022-07-24,22.8,48,35,1.535,True,2,Disputed,6.02,549.02,398.69,177.82,44.6,27.38,True,2,3,Under Hearing,False,230,True,35.0,False,12,Award Declared,97,3,Pending,Obtained,True,368,True,Ownership / Title,TN-LAO-2022-0490,0.6368,564,Ownership / Title
36-011-002-639503,Airport Expansion - Warangal Stretch 3,Airport Expansion,Airports Authority of India,Telangana,Warangal,Warangal North,Kothapalli,18.01887,79.57858,2022-02-05,2024-03-25,2024-03-25,41.3,47,41,0.993,True,1,Clear,14.06,2322.71,2241.61,1943.48,86.7,3.49,False,0,1,Under Hearing,False,85,False,9.1,False,3,Award Declared,92,1,Obtained,Not Required,True,0,False,Not Applicable,TG-LAO-2021-0919,0.3017,779,Rehabilitation (R&R)
27-037-004-566073,Urban Metro - Nashik Stretch 1,Urban Metro,Metro Rail Corp,Maharashtra,Nashik,Nashik North,Bhimnagar,19.92555,73.69233,2020-09-26,2022-06-25,2022-06-25,36.0,74,48,1.333,False,0,Clear,29.31,4220.64,3939.8,1871.4,47.5,6.65,False,0,0,None,False,0,True,55.4,False,39,Section 11 Notification Issued,161,0,Applied,Obtained,True,0,False,Not Applicable,MH-LAO-2025-0385,0.2352,637,Compensation Disbursal
29-018-007-197634,Irrigation Canal - Mysuru Stretch 7,Irrigation Canal,State Irrigation Dept,Karnataka,Mysuru,Mysuru South,Chandrapalli,12.31154,76.65688,2022-01-10,2023-03-27,2024-03-21,40.2,65,54,1.343,True,10,Disputed,21.08,3389.66,2352.68,1865.68,79.3,30.59,True,2,5,Filed,False,193,False,32.8,False,15,Award Declared,265,4,Applied,Obtained,True,360,True,Ownership / Title,KA-LAO-2021-0461,0.6795,441,Ownership / Title
29-018-016-141916,Industrial Corridor - Mysuru Stretch 6,Industrial Corridor,State Industrial Corp,Karnataka,Mysuru,Mysuru East,Nandgaon,12.34596,76.62492,2023-02-13,2025-07-29,2025-11-16,119.3,280,170,1.425,True,5,Partial,10.7,5106.04,4654.72,2653.19,57.0,8.84,True,1,0,None,False,0,False,31.4,True,64,SIA Completed,10,1,Pending,Obtained,True,110,True,Ownership / Title,KA-LAO-2021-0461,0.4853,897,Ownership / Title
09-015-019-290559,Irrigation Canal - Kanpur Nagar Stretch 8,Irrigation Canal,State Irrigation Dept,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar West,Shivnagar,26.41014,80.22699,2023-07-25,2026-04-18,2026-06-14,35.5,100,69,1.944,False,0,Clear,26.74,3797.08,3214.57,1144.39,35.6,15.34,False,0,3,Under Hearing,False,5,True,75.3,True,75,Award Declared,155,1,Not Required,Obtained,True,57,True,Legal Dispute,UP-LAO-2023-0451,0.5227,998,Legal Dispute
33-014-009-322546,Airport Expansion - Chennai Stretch 3,Airport Expansion,Airports Authority of India,Tamil Nadu,Chennai,Chennai South,Basavanahalli,13.0736,80.1341,2022-07-24,2024-02-01,2024-09-07,11.6,37,20,1.724,True,4,Disputed,47.2,1095.04,948.33,556.67,58.7,13.4,True,1,2,Under Hearing,False,20,False,18.1,False,5,SIA Completed,14,2,Obtained,Applied,True,219,True,Ownership / Title,TN-LAO-2021-0562,0.5757,557,Ownership / Title
27-013-011-919993,Railway Line - Pune Stretch 8,Railway Line,Indian Railways,Maharashtra,Pune,Pune South,Amrapur,18.65899,73.97168,2021-09-08,2022-12-05,2022-12-05,58.0,152,99,1.707,True,2,Clear,43.07,4996.12,4112.47,2224.85,54.1,17.69,True,2,1,Stayed by Court,True,77,True,17.4,False,21,SIA Completed,181,3,Not Required,Not Required,True,0,False,Not Applicable,MH-LAO-2023-0454,0.4291,453,Rehabilitation (R&R)
22-002-006-583299,Railway Line - Raipur Stretch 4,Railway Line,Indian Railways,Chhattisgarh,Raipur,Raipur North,Devgaon,21.2789,81.63492,2019-07-25,2021-08-31,2021-12-10,65.7,161,97,1.476,True,3,Partial,83.28,10942.99,10483.61,1457.22,13.9,4.2,False,0,2,Under Hearing,False,319,True,49.4,False,66,SIA Completed,240,1,Not Required,Pending,True,101,True,Legal Dispute,CG-LAO-2022-0755,0.5006,768,Legal Dispute
27-001-017-880105,Urban Metro - Mumbai Suburban Stretch 2,Urban Metro,Metro Rail Corp,Maharashtra,Mumbai Suburban,Mumbai Suburban East,Peddapalli,19.28452,72.83631,2020-02-20,2022-09-07,2022-10-18,49.5,67,62,1.253,False,0,Clear,88.4,8751.6,8228.12,1645.62,20.0,5.98,False,0,1,Stayed by Court,True,33,False,30.6,True,18,R&R Implementation,26,3,Obtained,Not Required,True,41,True,Rehabilitation (R&R),MH-LAO-2022-0603,0.4757,930,Rehabilitation (R&R)
27-001-003-822573,National Highway - Mumbai Suburban Stretch 8,National Highway,NHAI,Maharashtra,Mumbai Suburban,Mumbai Suburban North,Ganeshpura,19.09861,72.91124,2021-11-30,2023-04-03,2023-04-03,80.3,196,121,1.507,False,0,Clear,45.28,7271.97,6224.78,3454.75,55.5,14.4,True,3,1,Filed,False,127,True,84.5,True,154,Compensation Disbursement,11,4,Obtained,Obtained,True,0,False,Not Applicable,MH-LAO-2022-0603,0.3001,489,Legal Dispute
33-023-016-503673,Power Transmission - Coimbatore Stretch 6,Power Transmission,POWERGRID,Tamil Nadu,Coimbatore,Coimbatore East,Nandgaon,10.93306,77.08033,2021-10-20,2024-05-05,2024-05-08,62.1,113,104,1.675,False,0,Clear,7.98,1982.23,1025.55,473.8,46.2,48.26,True,2,2,Resolved,False,138,False,37.7,False,39,R&R Implementation,86,4,Applied,Not Required,True,3,False,Not Applicable,TN-LAO-2024-0163,0.3908,928,Compensation Disbursal
29-009-015-901494,Industrial Corridor - Tumakuru Stretch 2,Industrial Corridor,State Industrial Corp,Karnataka,Tumakuru,Tumakuru East,Madhavgarh,13.3462,77.19122,2019-01-14,2021-06-22,2021-06-22,46.2,106,68,1.472,True,2,Partial,10.84,2003.23,1391.66,1114.72,80.1,30.53,True,3,1,Filed,False,46,True,10.1,False,8,Award Declared,49,1,Obtained,Not Required,True,0,False,Not Applicable,KA-LAO-2023-0611,0.3976,890,Rehabilitation (R&R)
23-016-023-315833,Industrial Corridor - Indore Stretch 5,Industrial Corridor,State Industrial Corp,Madhya Pradesh,Indore,Indore West,Yellapur,22.81736,75.96155,2022-11-06,2025-02-27,2025-04-23,22.4,44,31,1.384,False,0,Clear,75.28,3372.54,2316.33,1088.68,47.0,31.32,True,1,3,Resolved,False,130,True,42.2,False,17,R&R Implementation,357,2,Obtained,Applied,True,55,True,Administrative Approval,MP-LAO-2021-0254,0.4905,844,Administrative Approval
33-023-018-457297,Urban Metro - Coimbatore Stretch 7,Urban Metro,Metro Rail Corp,Tamil Nadu,Coimbatore,Coimbatore East,Raghunathpur,10.99481,76.96393,2021-06-23,2022-09-23,2022-09-23,28.5,91,54,1.895,False,0,Clear,13.97,1592.58,1418.38,1025.49,72.3,10.94,True,3,0,None,False,0,True,64.3,False,56,Award Declared,197,3,Not Required,Obtained,True,0,False,Not Applicable,TN-LAO-2024-0163,0.197,457,Administrative Approval
09-015-018-040011,National Highway - Kanpur Nagar Stretch 6,National Highway,NHAI,Uttar Pradesh,Kanpur Nagar,Kanpur Nagar East,Raghunathpur,26.36809,80.27439,2021-01-28,2022-11-13,2023-04-02,56.8,93,82,1.444,True,4,Disputed,31.18,7084.1,5238.18,4190.54,80.0,26.06,True,4,4,Stayed by Court,True,338,True,31.7,True,28,Compensation Disbursement,70,2,Obtained,Not Required,True,140,True,Legal Dispute,UP-LAO-2023-0451,0.5793,654,Legal Dispute
22-002-010-326081,State Highway - Raipur Stretch 3,State Highway,State PWD,Chhattisgarh,Raipur,Raipur South,Mallapuram,21.21747,81.49789,2023-09-09,2025-05-22,2025-07-31,22.3,34,27,1.211,False,0,Partial,51.89,2314.29,1260.05,813.99,64.6,45.55,True,1,6,Under Hearing,False,22,True,48.7,True,15,Section 11 Notification Issued,143,1,Not Required,Obtained,True,70,True,Legal Dispute,CG-LAO-2022-0755,0.493,621,Legal Dispute
21-019-007-966961,Urban Metro - Ganjam Stretch 4,Urban Metro,Metro Rail Corp,Odisha,Ganjam,Ganjam South,Chandrapalli,19.3173,84.95259,2019-11-03,2022-05-09,2022-05-09,26.9,26,29,1.078,True,1,Clear,26.23,2822.35,2556.01,718.24,28.1,9.44,True,1,0,None,False,0,True,9.6,False,2,Possession Taken,3,0,Obtained,Obtained,True,0,False,Not Applicable,OD-LAO-2025-0784,0.2589,918,Rehabilitation (R&R)
36-011-013-293948,Railway Line - Warangal Stretch 3,Railway Line,Indian Railways,Telangana,Warangal,Warangal East,Kesarpur,17.99872,79.51505,2021-02-27,2023-04-25,2023-04-25,7.6,31,18,2.368,True,1,Partial,30.27,920.21,807.47,283.42,35.1,12.25,True,1,0,None,False,0,False,34.7,False,10,R&R Implementation,335,2,Obtained,Pending,True,0,False,Not Applicable,TG-LAO-2021-0919,0.4389,787,Administrative Approval
23-028-009-648235,Power Transmission - Jabalpur Stretch 2,Power Transmission,POWERGRID,Madhya Pradesh,Jabalpur,Jabalpur South,Basavanahalli,23.16135,79.95271,2019-02-08,2021-05-10,2022-02-18,27.6,82,45,1.63,True,3,Disputed,10.71,1182.38,878.57,435.77,49.6,25.7,True,1,3,Filed,False,95,True,22.5,True,16,Compensation Disbursement,312,3,Not Required,Not Required,True,284,True,Ownership / Title,MP-LAO-2022-0917,0.6658,822,Ownership / Title
21-012-010-442084,Power Transmission - Cuttack Stretch 8,Power Transmission,POWERGRID,Odisha,Cuttack,Cuttack South,Mallapuram,20.50802,85.89958,2020-12-01,2022-02-24,2022-07-13,39.9,75,51,1.278,True,4,Partial,17.76,2834.5,1957.97,1349.04,68.9,30.92,True,2,3,Under Hearing,False,790,True,39.7,True,25,SIA Completed,141,3,Not Required,Obtained,True,139,True,Ownership / Title,OD-LAO-2021-0890,0.6016,450,Ownership / Title
33-023-021-442104,Urban Metro - Coimbatore Stretch 5,Urban Metro,Metro Rail Corp,Tamil Nadu,Coimbatore,Coimbatore West,Uttanahalli,11.18738,77.04332,2020-06-07,2022-01-09,2022-01-09,147.2,240,217,1.474,True,1,Clear,10.45,6152.96,5814.9,1616.54,27.8,5.49,True,1,0,None,False,0,True,16.8,False,32,Possession Taken,51,1,Pending,Not Required,True,0,False,Not Applicable,TN-LAO-2024-0163,0.2643,581,Rehabilitation (R&R)
29-009-005-883341,Power Transmission - Tumakuru Stretch 6,Power Transmission,POWERGRID,Karnataka,Tumakuru,Tumakuru North,Sultanpur,13.2484,77.2217,2021-03-25,2022-08-14,2022-09-24,128.5,238,155,1.206,True,1,Clear,17.59,9041.26,6349.19,5161.89,81.3,29.78,True,3,2,Stayed by Court,True,5,True,59.7,False,101,R&R Implementation,100,3,Not Required,Applied,True,41,True,Legal Dispute,KA-LAO-2023-0611,0.4573,507,Legal Dispute
27-013-022-499024,National Highway - Pune Stretch 5,National Highway,NHAI,Maharashtra,Pune,Pune West,Veerapuram,18.59623,73.80288,2020-03-10,2022-05-19,2023-04-07,30.7,63,52,1.694,True,2,Partial,80.91,4967.87,2071.68,370.83,17.9,58.3,True,2,3,Stayed by Court,True,207,True,36.4,True,17,SIA Completed,220,1,Applied,Not Required,True,323,True,Compensation Disbursal,MH-LAO-2023-0454,0.7898,800,Compensation Disbursal
36-011-003-408319,Airport Expansion - Warangal Stretch 6,Airport Expansion,Airports Authority of India,Telangana,Warangal,Warangal North,Ganeshpura,18.0302,79.52544,2020-02-16,2021-07-27,2021-07-27,28.0,44,46,1.643,True,3,Clear,20.77,2326.24,1103.23,1075.65,97.5,52.57,True,6,1,Under Hearing,False,142,True,74.3,True,25,Award Declared,210,0,Applied,Not Required,True,0,False,Not Applicable,TG-LAO-2021-0919,0.3721,527,Legal Dispute
29-007-011-687218,Industrial Corridor - Bengaluru Urban Stretch 6,Industrial Corridor,State Industrial Corp,Karnataka,Bengaluru Urban,Bengaluru Urban South,Amrapur,12.98817,77.55654,2020-01-24,2022-04-28,2022-04-28,15.3,25,20,1.307,True,3,Clear,43.72,1337.83,1049.81,943.78,89.9,21.53,True,2,0,None,False,0,True,77.5,True,17,Possession Taken,38,1,Not Required,Not Required,True,0,False,Not Applicable,KA-LAO-2024-0628,0.1932,825,Ownership / Title
29-018-013-657486,Railway Line - Mysuru Stretch 5,Railway Line,Indian Railways,Karnataka,Mysuru,Mysuru East,Kesarpur,12.24902,76.61043,2022-10-29,2025-06-30,2025-08-26,18.2,42,23,1.264,True,1,Clear,31.71,2308.49,991.56,489.83,49.4,57.05,True,6,1,Under Hearing,False,347,True,25.5,False,9,Award Declared,112,3,Not Required,Not Required,True,57,True,Compensation Disbursal,KA-LAO-2021-0461,0.5112,975,Compensation Disbursal
23-016-019-487040,National Highway - Indore Stretch 2,National Highway,NHAI,Madhya Pradesh,Indore,Indore West,Shivnagar,22.73919,75.87152,2019-04-18,2021-09-08,2021-12-23,344.8,796,473,1.372,False,0,Clear,59.45,40996.72,25987.13,6600.73,25.4,36.61,True,4,1,Filed,False,327,True,49.2,True,332,Compensation Disbursement,154,1,Obtained,Not Required,True,106,True,Compensation Disbursal,MP-LAO-2021-0254,0.4423,874,Compensation Disbursal
23-016-020-768275,Power Transmission - Indore Stretch 3,Power Transmission,POWERGRID,Madhya Pradesh,Indore,Indore West,Tarapur,22.68584,75.85489,2019-08-03,2022-03-29,2022-03-29,22.2,53,30,1.351,True,2,Clear,87.24,3873.46,3379.76,2889.69,85.5,12.75,False,0,0,None,False,0,False,13.2,False,5,Possession Taken,6,1,Not Required,Applied,True,0,False,Not Applicable,MP-LAO-2021-0254,0.2414,969,Rehabilitation (R&R)
27-025-008-676027,Railway Line - Nagpur Stretch 1,Railway Line,Indian Railways,Maharashtra,Nagpur,Nagpur South,Narsapur,20.95248,78.94003,2022-01-05,2023-06-13,2023-06-13,108.3,226,167,1.542,False,0,Partial,94.33,20431.88,16179.98,14367.82,88.8,20.81,True,1,2,Filed,False,100,True,24.5,False,48,SIA Completed,110,4,Obtained,Applied,True,0,False,Not Applicable,MH-LAO-2025-0718,0.4203,524,Administrative Approval
27-025-003-817740,Industrial Corridor - Nagpur Stretch 8,Industrial Corridor,State Industrial Corp,Maharashtra,Nagpur,Nagpur North,Ganeshpura,21.05244,79.14089,2023-08-12,2025-02-23,2025-02-23,70.5,134,113,1.603,False,0,Partial,42.83,6039.03,4286.01,2541.6,59.3,29.03,True,2,0,None,False,0,True,72.3,True,85,R&R Implementation,121,1,Obtained,Applied,True,0,False,Not Applicable,MH-LAO-2025-0718,0.2314,561,Compensation Disbursal
22-018-024-418496,Power Transmission - Korba Stretch 7,Power Transmission,POWERGRID,Chhattisgarh,Korba,Korba West,Zamania,22.49658,82.82087,2023-03-21,2025-10-16,2026-03-28,39.8,88,57,1.432,True,3,Clear,13.03,2074.38,1510.36,598.1,39.6,27.19,True,1,1,Stayed by Court,True,174,True,3.1,True,2,R&R Implementation,318,2,Applied,Not Required,True,163,True,Rehabilitation (R&R),CG-LAO-2024-0820,0.5775,940,Rehabilitation (R&R)
22-018-003-186466,Industrial Corridor - Korba Stretch 6,Industrial Corridor,State Industrial Corp,Chhattisgarh,Korba,Korba North,Ganeshpura,22.34173,82.76455,2019-04-28,2022-01-01,2022-01-01,46.5,73,70,1.505,True,2,Clear,23.25,4324.5,3381.65,1579.23,46.7,21.8,True,2,0,None,False,0,True,57.6,True,32,Award Declared,228,0,Obtained,Applied,True,0,False,Not Applicable,CG-LAO-2024-0820,0.3113,979,Compensation Disbursal
09-031-004-549123,State Highway - Varanasi Stretch 1,State Highway,State PWD,Uttar Pradesh,Varanasi,Varanasi North,Bhimnagar,25.42943,83.0044,2022-01-16,2024-09-03,2024-12-11,138.9,305,188,1.353,True,1,Partial,19.4,10778.64,6267.22,2726.24,43.5,41.86,True,5,1,Under Hearing,False,329,True,89.4,True,243,Compensation Disbursement,12,2,Obtained,Not Required,True,99,True,Compensation Disbursal,UP-LAO-2025-0822,0.4947,961,Compensation Disbursal
33-014-024-980887,Railway Line - Chennai Stretch 1,Railway Line,Indian Railways,Tamil Nadu,Chennai,Chennai West,Zamania,13.06769,80.26808,2023-03-22,2025-02-22,2025-02-22,18.4,59,32,1.739,False,0,Clear,94.57,3480.18,2866.81,920.25,32.1,17.62,True,1,2,Stayed by Court,True,355,True,74.2,False,34,R&R Implementation,112,1,Obtained,Not Required,True,0,False,Not Applicable,TN-LAO-2021-0562,0.321,703,Legal Dispute
09-002-018-837892,Urban Metro - Lucknow Stretch 1,Urban Metro,Metro Rail Corp,Uttar Pradesh,Lucknow,Lucknow East,Raghunathpur,26.82204,80.88255,2023-10-18,2025-04-18,2025-07-03,80.3,148,91,1.133,True,5,Partial,60.9,9780.54,7250.19,3704.85,51.1,25.87,True,1,2,Under Hearing,False,1036,False,17.2,False,24,Award Declared,3,2,Applied,Not Required,True,76,True,Rehabilitation (R&R),UP-LAO-2021-0734,0.5294,548,Rehabilitation (R&R)
27-013-004-846230,State Highway - Pune Stretch 7,State Highway,State PWD,Maharashtra,Pune,Pune North,Bhimnagar,18.56909,73.76458,2020-01-25,2021-08-31,2022-04-30,12.7,24,17,1.339,False,0,Partial,65.93,1674.62,1164.45,656.75,56.4,30.46,True,3,2,Stayed by Court,True,121,False,35.0,True,8,SIA Completed,140,7,Applied,Applied,True,242,True,Administrative Approval,MH-LAO-2023-0454,0.6486,584,Administrative Approval
09-002-007-267190,Irrigation Canal - Lucknow Stretch 6,Irrigation Canal,State Irrigation Dept,Uttar Pradesh,Lucknow,Lucknow South,Chandrapalli,26.7146,80.90621,2021-05-24,2022-08-03,2022-08-03,27.4,53,39,1.423,True,1,Clear,81.7,4477.16,3574.49,1740.78,48.7,20.16,True,3,2,Stayed by Court,True,51,True,19.7,False,9,R&R Implementation,46,0,Not Required,Not Required,True,0,False,Not Applicable,UP-LAO-2021-0734,0.4116,436,Legal Dispute
33-023-021-127686,Power Transmission - Coimbatore Stretch 2,Power Transmission,POWERGRID,Tamil Nadu,Coimbatore,Coimbatore West,Uttanahalli,11.17091,77.05518,2022-02-18,2024-09-07,2025-07-07,46.3,144,82,1.771,True,2,Disputed,30.42,5633.78,4268.34,1737.21,40.7,24.24,True,4,1,Under Hearing,False,33,False,26.7,True,29,SIA Completed,109,7,Applied,Not Required,True,303,True,Administrative Approval,TN-LAO-2024-0163,0.6654,932,Administrative Approval
36-003-002-022189,Urban Metro - Hyderabad Stretch 3,Urban Metro,Metro Rail Corp,Telangana,Hyderabad,Hyderabad North,Kothapalli,17.41363,78.645,2022-06-30,2024-02-07,2024-02-07,38.5,68,61,1.584,True,3,Partial,55.16,4247.32,3675.25,1995.66,54.3,13.47,True,2,0,None,False,0,False,16.7,False,10,Section 11 Notification Issued,62,4,Not Required,Not Required,True,0,False,Not Applicable,TG-LAO-2025-0884,0.3162,587,Rehabilitation (R&R)
29-009-024-146793,Airport Expansion - Tumakuru Stretch 8,Airport Expansion,Airports Authority of India,Karnataka,Tumakuru,Tumakuru West,Zamania,13.3363,76.9346,2022-02-16,2023-09-10,2024-10-07,14.2,20,16,1.127,True,5,Disputed,13.96,792.93,523.01,360.35,68.9,34.04,True,1,6,Stayed by Court,True,472,False,20.2,False,3,Award Declared,103,2,Not Required,Pending,True,393,True,Legal Dispute,KA-LAO-2023-0611,0.679,571,Legal Dispute
23-033-019-156498,Industrial Corridor - Gwalior Stretch 8,Industrial Corridor,State Industrial Corp,Madhya Pradesh,Gwalior,Gwalior West,Shivnagar,26.2062,78.23441,2022-04-02,2024-09-22,2024-09-22,43.2,110,65,1.505,True,1,Clear,26.97,4660.42,3250.78,549.38,16.9,30.25,True,5,1,Under Hearing,False,388,True,92.3,True,91,Possession Taken,153,0,Applied,Obtained,True,0,False,Not Applicable,MP-LAO-2024-0467,0.3902,904,Compensation Disbursal
29-018-010-276444,Power Transmission - Mysuru Stretch 3,Power Transmission,POWERGRID,Karnataka,Mysuru,Mysuru South,Mallapuram,12.34809,76.67988,2023-10-01,2026-01-27,2026-01-27,28.6,61,45,1.573,False,0,Clear,19.68,2251.39,1902.13,1025.25,53.9,15.51,True,1,0,None,False,0,True,33.0,False,15,Possession Taken,75,0,Pending,Not Required,True,0,False,Not Applicable,KA-LAO-2021-0461,0.2478,849,Rehabilitation (R&R)
